MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MoSold,SaleCondition,SalePrice,YrSold
70,RH,54.0,6629,Pave,Reg,Inside,Edwards,Artery,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,121,672,GasA,TA,N,SBrkr,672,1,2,0,3,1,TA,6,Typ,0,Detchd,1930.0,Unf,300,TA,TA,Y,147,0,0,0,0,7,Normal,103600,2009
20,RL,110.0,14442,Pave,Reg,Inside,Crawfor,Norm,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186,Unf,291,1477,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,2,Attchd,1957.0,Fin,416,TA,TA,Y,0,87,0,200,0,6,Normal,257500,2007
20,RL,80.0,9200,Pave,Reg,Inside,NAmes,Norm,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Rec,892,Unf,244,1136,GasA,TA,Y,SBrkr,0,1,1,0,3,1,TA,5,Typ,1,Attchd,1965.0,RFn,384,TA,TA,Y,426,0,0,0,0,7,Normal,140000,2008
160,RL,24.0,2289,Pave,Reg,Inside,NPkVill,Norm,2Story,6,6,1978,1978,Gable,CompShg,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311,Unf,544,855,GasA,TA,Y,SBrkr,586,0,2,1,3,1,TA,7,Typ,1,Attchd,1978.0,Unf,440,TA,TA,Y,28,0,0,0,0,4,Normal,148500,2009
70,RM,60.0,9600,Pave,Reg,Inside,OldTown,Norm,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,1095,1095,GasW,Fa,N,SBrkr,679,1,2,0,4,2,TA,8,Min2,0,2Types,1920.0,Unf,779,Fa,Fa,N,0,0,90,0,0,5,Normal,87000,2006
30,RL,52.0,9022,Pave,Reg,Inside,OldTown,Norm,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,768,768,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,Gd,5,Typ,0,Detchd,1924.0,Unf,240,Fa,Fa,N,316,0,120,0,0,5,Normal,109500,2009
20,RL,80.0,11844,Pave,IR1,Inside,StoneBr,Norm,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,2046,2046,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,1,Attchd,2008.0,Fin,834,TA,TA,Y,322,82,0,0,0,7,Partial,372500,2009
120,RL,50.0,8012,Pave,Reg,Inside,SawyerW,Norm,1Story,6,5,1980,1980,Gable,CompShg,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543,BLQ,261,923,GasA,TA,Y,SBrkr,0,0,2,0,2,1,TA,5,Typ,1,Attchd,1980.0,RFn,264,TA,TA,Y,80,0,0,0,0,5,Normal,143000,2010
50,RH,55.0,4500,Pave,IR2,Inside,SWISU,Norm,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182,Unf,611,793,GasA,Ex,Y,SBrkr,672,0,1,0,3,1,TA,6,Typ,0,Detchd,1968.0,Unf,281,TA,TA,Y,0,0,56,0,0,7,Abnorml,159434,2009
20,RL,90.0,11248,Pave,IR1,Corner,CollgCr,Norm,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059,Unf,567,1626,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,702,TA,TA,Y,257,45,0,0,0,7,Normal,285000,2007
60,RL,58.0,16770,Pave,IR2,CulDSac,NoRidge,Norm,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1195,1195,GasA,Gd,Y,SBrkr,644,0,2,1,4,1,TA,7,Typ,0,Attchd,1998.0,Fin,486,TA,TA,Y,0,81,0,0,0,6,Normal,221000,2010
60,FV,84.0,10207,Pave,Reg,Inside,Somerst,Norm,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,874,874,GasA,Ex,Y,SBrkr,887,0,3,0,3,1,Gd,7,Typ,0,Attchd,2007.0,Fin,578,TA,TA,Y,144,105,0,0,0,8,Partial,227875,2007
20,RL,60.0,8089,Pave,Reg,Inside,StoneBr,Norm,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945,Unf,474,1419,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,7,Typ,1,Attchd,2007.0,RFn,567,TA,TA,Y,140,0,0,0,0,10,Partial,392000,2007
120,RL,61.0,7577,Pave,IR1,Corner,NridgHt,Norm,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20,Unf,1342,1362,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,460,TA,TA,Y,192,28,0,0,0,6,Normal,194700,2007
60,RL,104.0,21535,Pave,IR1,Corner,NoRidge,Norm,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1455,Unf,989,2444,GasA,Ex,Y,SBrkr,1872,0,3,1,4,1,Ex,10,Typ,2,Attchd,1994.0,Fin,832,TA,TA,Y,382,50,0,0,0,1,Normal,755000,2007
60,RL,42.0,26178,Pave,IR1,Inside,Timber,Norm,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965,Unf,245,1210,GasA,Ex,Y,SBrkr,1281,1,2,1,4,1,Gd,9,Typ,2,Attchd,1989.0,RFn,628,TA,TA,Y,320,27,0,0,0,4,Normal,335000,2006
30,RL,60.0,5400,Pave,Reg,Corner,OldTown,Norm,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1073,1073,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1968.0,Unf,326,TA,TA,Y,0,0,112,0,0,12,Abnorml,108480,2006
50,RM,51.0,6120,Pave,Reg,Corner,BrkSide,Norm,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,927,927,GasA,TA,Y,SBrkr,472,0,1,1,3,1,TA,5,Typ,0,Detchd,1995.0,Unf,576,TA,TA,Y,112,0,0,0,0,4,Normal,141500,2009
20,RL,54.0,13811,Pave,IR1,Inside,Timber,Norm,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980,LwQ,92,1112,GasA,Gd,Y,SBrkr,0,1,2,0,2,1,Gd,5,Typ,1,Attchd,1987.0,Unf,551,TA,TA,Y,125,0,0,0,0,7,Normal,176000,2006
30,RM,50.0,6000,Pave,Reg,Inside,BrkSide,Norm,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,616,GasA,Gd,Y,SBrkr,0,0,1,0,2,1,TA,4,Typ,0,Detchd,1921.0,Unf,205,TA,TA,Y,0,0,129,0,0,6,Normal,89000,2006
20,RL,57.0,6420,Pave,IR1,Inside,Edwards,Norm,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,210,ALQ,219,980,GasA,Fa,Y,FuseA,0,0,1,0,2,1,TA,6,Typ,0,Detchd,1952.0,Unf,308,TA,TA,Y,0,0,0,0,0,9,Normal,123500,2006
20,RL,65.0,8450,Pave,Reg,Inside,Sawyer,RRAe,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,224,894,GasA,Ex,Y,SBrkr,0,1,1,0,3,1,TA,5,Typ,1,Detchd,1973.0,Unf,336,TA,TA,Y,416,144,0,0,0,4,Normal,138500,2010
120,FV,59.0,4282,Pave,IR2,Inside,Somerst,Norm,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,1375,1391,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,2004.0,RFn,530,TA,TA,Y,156,158,0,0,0,7,Normal,196000,2008
20,RL,85.0,14331,Pave,Reg,Inside,Timber,Norm,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,526,1800,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,765,TA,TA,Y,270,78,0,0,0,5,Normal,312500,2006
20,RL,80.0,9600,Pave,Reg,Inside,NWAmes,Norm,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,168.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1164,1164,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,6,Typ,0,Attchd,1969.0,Unf,528,TA,TA,Y,0,0,0,0,0,7,Normal,140000,2006
60,RL,82.0,12438,Pave,IR1,Inside,StoneBr,Norm,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,1234,1234,GasA,Ex,Y,SBrkr,1312,0,2,1,4,1,Ex,10,Typ,1,BuiltIn,2006.0,Fin,666,TA,TA,Y,324,100,0,0,0,7,Partial,361919,2006
190,RM,76.0,7630,Pave,Reg,Inside,OldTown,Feedr,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,360,360,GasA,Gd,Y,SBrkr,780,0,2,0,4,2,Gd,8,Typ,1,Detchd,1999.0,Unf,672,TA,TA,N,344,0,40,0,0,5,Normal,140000,2010
20,RL,70.0,8400,Pave,Reg,Inside,CollgCr,Norm,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,761,1473,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,0,Attchd,2004.0,RFn,606,TA,TA,Y,0,35,0,0,0,5,Normal,213000,2010
120,RL,48.0,6240,Pave,Reg,Inside,NridgHt,Norm,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863,Unf,461,1324,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,6,Typ,1,Attchd,2006.0,Fin,550,TA,TA,Y,192,38,0,0,0,12,Normal,254000,2009
60,RL,65.0,9018,Pave,IR1,Inside,Gilbert,Norm,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,0,2,1,3,1,Gd,8,Typ,1,Attchd,2007.0,Fin,400,TA,TA,Y,100,24,0,0,0,7,Partial,179540,2007
50,C (all),66.0,8712,Pave,Reg,Inside,IDOTRR,Norm,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,859,859,GasA,Gd,Y,SBrkr,319,0,1,0,2,1,TA,7,Typ,0,Detchd,1964.0,RFn,384,TA,TA,N,68,0,98,0,0,1,Abnorml,102776,2010
120,RL,40.0,4671,Pave,IR1,Inside,StoneBr,Norm,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,461,1228,GasA,Gd,Y,SBrkr,0,1,2,0,2,1,Gd,5,Typ,1,Attchd,1988.0,Fin,472,TA,TA,Y,168,120,0,0,0,10,Normal,189000,2008
190,RL,60.0,9873,Pave,Reg,Inside,BrkSide,RRAn,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,171,960,GasW,TA,N,SBrkr,0,1,1,0,3,1,TA,6,Typ,0,Detchd,1970.0,Unf,576,TA,TA,Y,0,288,0,0,0,5,Normal,129000,2006
20,RL,78.0,10140,Pave,Reg,Inside,NWAmes,Norm,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,1064,1064,GasA,TA,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1974.0,RFn,478,TA,TA,Y,0,0,0,0,0,8,Normal,165000,2009
70,RM,60.0,10800,Pave,Reg,Inside,OldTown,Norm,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,718,718,GasA,Ex,Y,SBrkr,978,0,1,1,3,1,TA,8,Typ,0,Detchd,1996.0,Unf,704,TA,TA,P,0,48,143,0,0,7,Normal,159500,2007
20,RL,80.0,10000,Pave,Reg,Inside,NWAmes,Norm,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,92,1176,GasA,Gd,Y,SBrkr,0,0,1,1,3,1,Gd,5,Typ,1,Attchd,1973.0,Unf,439,TA,TA,Y,224,0,0,0,0,11,Normal,157000,2008
60,RL,96.0,10542,Pave,Reg,Inside,NoRidge,Norm,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,138,1311,GasA,Ex,Y,SBrkr,1093,1,2,1,3,1,Gd,9,Typ,1,Attchd,1993.0,RFn,983,TA,TA,Y,250,154,216,0,0,8,Normal,341000,2008
20,RL,69.0,9920,Pave,IR1,Inside,CollgCr,Norm,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,448,971,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,5,Typ,1,Attchd,1969.0,Unf,300,TA,TA,Y,0,0,0,0,0,5,Normal,128500,2006
20,RL,70.0,8120,Pave,Reg,Inside,NAmes,Norm,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,673,864,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,5,Typ,0,Detchd,1994.0,Unf,463,TA,TA,Y,0,0,0,0,0,7,Normal,124500,2009
50,RL,60.0,8172,Pave,Reg,Inside,Edwards,Norm,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,941,941,GasA,Ex,Y,SBrkr,473,0,2,0,4,1,TA,7,Typ,0,Detchd,1958.0,Unf,548,TA,TA,Y,0,0,0,156,0,5,Normal,135000,2008
20,RL,86.0,13286,Pave,IR1,Inside,Edwards,Norm,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,464,1698,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,768,TA,TA,Y,327,64,0,0,0,2,Normal,320000,2009
20,RL,60.0,6960,Pave,Reg,Inside,NAmes,Norm,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,250,864,GasA,TA,Y,SBrkr,0,0,1,0,3,1,Gd,5,Typ,0,Detchd,1989.0,Unf,660,TA,TA,Y,96,0,0,0,0,11,Normal,120500,2009
20,RL,64.0,7314,Pave,Reg,Inside,CollgCr,Norm,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,508,1232,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,6,Typ,0,Attchd,2007.0,RFn,632,TA,TA,Y,132,0,0,0,0,2,Normal,194500,2009
90,RL,85.0,11475,Pave,Reg,Corner,NAmes,Norm,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1584,1584,GasA,TA,Y,SBrkr,0,1,2,0,4,2,TA,9,Typ,0,Detchd,1968.0,Unf,888,TA,TA,Y,0,25,0,0,0,7,Abnorml,110000,2009
30,RM,52.0,6240,Pave,Reg,Inside,IDOTRR,Norm,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,628,780,GasA,TA,Y,FuseA,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1962.0,Unf,539,TA,TA,Y,0,23,112,0,0,1,Normal,103000,2009
120,RL,39.0,5389,Pave,IR1,Inside,StoneBr,Norm,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,415,1595,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,5,Typ,1,Attchd,1995.0,RFn,608,TA,TA,Y,237,152,0,0,0,3,Normal,236500,2010
80,RL,73.0,9590,Pave,IR1,Corner,Timber,Norm,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,82,868,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,6,Typ,1,Attchd,2003.0,Fin,438,TA,TA,Y,160,22,0,0,0,5,Normal,187500,2007
60,RL,75.0,11404,Pave,IR1,Inside,CollgCr,Norm,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,901,1153,GasA,Ex,Y,SBrkr,878,0,2,1,3,1,Gd,8,Typ,1,Attchd,1998.0,Fin,541,TA,TA,Y,192,84,0,0,0,7,Normal,222500,2008
20,RL,80.0,10000,Pave,Reg,Corner,Sawyer,Feedr,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,270,864,GasA,Ex,Y,SBrkr,0,1,1,0,3,1,TA,6,Typ,1,Attchd,1961.0,RFn,264,TA,TA,Y,165,0,0,0,0,3,Normal,131400,2009
75,RM,60.0,10800,Pave,Reg,Inside,OldTown,Norm,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,490,880,GasW,Fa,N,SBrkr,888,0,1,1,2,1,TA,6,Typ,2,Detchd,1914.0,Unf,320,TA,TA,N,0,341,0,0,0,10,Normal,163000,2006
60,RL,72.0,10463,Pave,IR1,CulDSac,Gilbert,Norm,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,893,893,GasA,Ex,Y,SBrkr,900,0,2,1,3,1,Gd,8,Typ,1,Attchd,2005.0,Fin,800,TA,TA,Y,0,116,0,0,0,6,Normal,239900,2006
60,RL,65.0,9313,Pave,IR1,Inside,CollgCr,Norm,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,864,864,GasA,Ex,Y,SBrkr,864,0,2,1,3,1,Gd,7,Typ,0,Attchd,2004.0,RFn,572,TA,TA,Y,187,56,0,0,0,4,Normal,190000,2009
70,RM,60.0,9600,Pave,Reg,Inside,OldTown,Norm,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,264,264,GasA,Ex,Y,SBrkr,664,0,2,0,2,1,TA,7,Typ,0,Detchd,1910.0,Unf,360,TA,Gd,Y,270,0,112,0,0,5,Abnorml,132000,2007
20,RL,65.0,6768,Pave,IR1,Inside,Sawyer,Feedr,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,80,912,GasA,Gd,Y,SBrkr,0,1,1,0,3,1,Gd,5,Typ,0,Detchd,1962.0,Unf,288,TA,TA,Y,168,0,0,0,0,5,Normal,142000,2008
20,RL,65.0,8450,Pave,Reg,Inside,SawyerW,Norm,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1349,1349,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,TA,6,Typ,0,Attchd,2000.0,Unf,539,TA,TA,Y,120,55,0,0,0,12,Normal,179000,2007
80,RL,70.0,12886,Pave,IR1,Inside,Sawyer,Norm,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,76,520,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,TA,6,Min2,1,Attchd,1997.0,RFn,480,TA,TA,Y,302,0,0,100,0,10,Normal,175000,2009
120,RL,41.0,5395,Pave,IR1,Inside,StoneBr,Norm,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,604,1337,GasA,Gd,Y,SBrkr,0,1,2,0,2,1,Gd,5,Typ,1,Attchd,1993.0,RFn,462,TA,TA,Y,96,0,70,0,0,10,Normal,180000,2008
70,RM,65.0,11700,Pave,IR1,Corner,OldTown,Norm,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,1240,1240,GasW,TA,N,SBrkr,1320,0,1,1,4,1,Gd,8,Typ,1,Detchd,1950.0,Unf,864,TA,TA,N,181,0,386,0,0,5,Normal,265979,2009
20,RL,59.0,10593,Pave,IR1,Inside,NoRidge,Norm,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,801,1720,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,1,Attchd,1996.0,Fin,527,TA,TA,Y,240,56,154,0,0,3,Normal,260400,2010
20,RL,79.0,9236,Pave,IR1,Inside,CollgCr,Norm,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,279,1479,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,6,Typ,0,Attchd,1997.0,RFn,576,TA,TA,Y,168,27,0,0,0,7,Normal,217000,2006
60,RL,80.0,10240,Pave,Reg,Inside,NridgHt,Norm,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1030,1030,GasA,Gd,Y,SBrkr,1060,0,2,1,3,1,Ex,8,Typ,1,Attchd,2005.0,RFn,878,TA,TA,Y,192,52,0,0,0,3,Normal,275500,2006
20,RL,61.0,7930,Pave,Reg,Inside,NAmes,Norm,1Story,6,8,1969,2005,Gable,CompShg,Plywood,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,115,1026,GasA,Gd,Y,SBrkr,0,1,1,0,3,1,Gd,5,Typ,0,Detchd,1969.0,RFn,440,TA,TA,Y,171,48,0,0,0,7,Normal,156000,2009
160,FV,34.0,3230,Pave,Reg,Inside,Somerst,Norm,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,348,729,GasA,Gd,Y,SBrkr,729,0,2,1,3,1,TA,6,Typ,0,Detchd,1999.0,Unf,440,TA,TA,Y,0,24,0,0,0,3,Normal,172500,2009
60,RL,68.0,10769,Pave,IR1,Inside,CollgCr,Norm,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,846,866,GasA,Ex,Y,SBrkr,902,0,2,1,3,1,Gd,7,Typ,0,Attchd,2007.0,RFn,578,TA,TA,Y,144,105,0,0,0,4,Normal,212000,2009
160,FV,24.0,2280,Pave,Reg,Inside,Somerst,Norm,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,195,744,GasA,Gd,Y,SBrkr,744,0,2,1,3,1,TA,6,Typ,0,Detchd,1999.0,Unf,440,TA,TA,Y,0,0,0,0,0,8,Normal,179400,2008
60,RL,65.0,12257,Pave,IR1,Inside,NoRidge,Norm,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,1198,1318,GasA,Ex,Y,SBrkr,1203,0,2,1,4,1,Gd,9,Typ,1,Attchd,1995.0,RFn,752,TA,TA,Y,222,98,0,0,0,11,Normal,290000,2007
20,RL,70.0,9100,Pave,Reg,Inside,NAmes,Norm,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,252,864,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,Detchd,2008.0,Unf,300,Ex,Ex,Y,0,0,0,0,0,10,Normal,127500,2009
30,RM,60.0,6911,Pave,Reg,FR2,BrkSide,Feedr,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,740,1145,GasA,TA,Y,SBrkr,0,0,1,0,2,1,Fa,5,Min1,0,Detchd,1965.0,Unf,440,TA,TA,Y,0,0,0,0,0,10,Normal,100000,2009
60,FV,72.0,8640,Pave,Reg,Inside,Somerst,Norm,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,732,756,GasA,Ex,Y,SBrkr,783,0,2,1,3,1,Gd,7,Typ,0,Attchd,2009.0,Unf,614,TA,TA,Y,169,45,0,0,0,6,Normal,215200,2010
60,RL,82.0,9430,Pave,Reg,Inside,NoRidge,Norm,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,89,1252,GasA,Ex,Y,SBrkr,1097,1,2,1,3,1,Gd,8,Typ,1,Attchd,1999.0,RFn,856,TA,TA,Y,0,128,0,180,0,7,Normal,337000,2009
120,RL,30.0,9549,Pave,IR1,CulDSac,Veenker,Norm,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,0,1494,GasA,Ex,Y,SBrkr,0,1,1,1,2,1,Ex,6,Typ,1,Attchd,1995.0,Fin,481,TA,TA,Y,0,30,0,216,0,4,Normal,270000,2006
